Calculando en porcentaje de restricciones 20%
Cargando restricciones en porcentaje: 0.2
Procesando iris dataset
Procesando wine dataset
Procesando soybean dataset
Procesando pima dataset
Procesando balance dataset
Procesando boston dataset
Procesando diabetes dataset
Procesando breast_cancer dataset
Procesando bupa dataset
Procesando ecoli dataset
Procesando haberman dataset
Procesando led7digit dataset
Procesando monk2 dataset
Procesando newthyroid dataset
Procesando vehicle dataset
Procesando zoo dataset
Procesando sonar dataset
Procesando heart dataset
Procesando ionosphere dataset
Procesando wdbc dataset
Procesando vowel dataset
Procesando movement_libras dataset
Procesando appendicitis dataset
Procesando saheart dataset
Procesando spectfheart dataset
Procesando hayesroth dataset
Procesando tae dataset
Procesando glass dataset
Procesando rand dataset
Procesando spiral dataset
Procesando moons dataset
Procesando circles dataset
Iris & 0.683 & 4.751 & 426.180 && 0.627 & 5.670 & 412.238 \\
Wine & 0.935 & 1.111 & 564.063 && 0.544 & 9.206 & 526.401 \\
Soybean & 0.486 & 0.000 & 143.111 && 0.530 & 0.000 & 127.783 \\
Pima & 0.767 & 10.814 & 4016.980 && 0.905 & 4.151 & 4005.988 \\
Balance & 0.844 & 6.908 & 2591.049 && 0.449 & 21.725 & 2639.941 \\
Boston & 0.000 & 0.608 & 1496.616 && 0.001 & 0.647 & 1572.140 \\
Diabetes & 0.003 & 0.681 & 1234.013 && 0.002 & 0.698 & 1312.999 \\
Breast_Cancer & 0.825 & 8.032 & 3345.576 && 0.981 & 0.673 & 3300.164 \\
Bupa & 0.928 & 3.396 & 1270.597 && 0.988 & 0.469 & 1259.286 \\
Ecoli & 0.035 & 25.783 & 1056.619 && 0.048 & 21.510 & 1062.670 \\
Haberman & 0.950 & 1.780 & 1053.272 && 1.000 & 0.000 & 1030.923 \\
Led7Digit & 0.007 & 13.778 & 1711.966 && 0.005 & 11.987 & 1712.784 \\
Monk2 & 0.854 & 6.050 & 1702.273 && 0.988 & 0.499 & 1700.472 \\
Newthyroid & 0.842 & 4.504 & 682.128 && 0.261 & 19.306 & 646.163 \\
Vehicle & 0.141 & 29.064 & 4300.576 && 0.041 & 29.034 & 4338.570 \\
Zoo & 0.188 & 4.921 & 278.004 && 0.144 & 3.810 & 259.812 \\
Sonar & 0.994 & 0.271 & 938.783 && 1.000 & 0.000 & 927.498 \\
Heart & 0.918 & 3.494 & 1003.965 && 1.000 & 0.000 & 995.196 \\
Ionosphere & 0.889 & 4.816 & 1691.399 && 0.992 & 0.282 & 1668.260 \\
Wdbc & 0.827 & 8.141 & 3299.234 && 0.974 & 0.952 & 3300.554 \\
Vowel & 0.002 & 14.639 & 4527.947 && 0.003 & 13.748 & 4601.113 \\
Movement_Libras & 0.004 & 8.425 & 1382.628 && 0.002 & 7.616 & 1381.586 \\
Appendicitis & 1.000 & 0.000 & 322.569 && 1.000 & 0.000 & 309.689 \\
Saheart & 0.865 & 5.883 & 1993.330 && 0.980 & 0.748 & 1968.354 \\
Spectfheart & 0.960 & 1.444 & 1337.693 && 1.000 & 0.000 & 1254.825 \\
Hayesroth & 0.527 & 5.847 & 459.351 && 0.489 & 7.930 & 444.944 \\
Tae & 0.227 & 11.685 & 435.188 && 0.342 & 10.753 & 418.936 \\
Glass & 0.043 & 23.699 & 632.241 && 0.069 & 16.796 & 663.906 \\
Rand & 0.980 & 0.307 & 411.452 && 0.554 & 6.973 & 397.631 \\
Spiral & 0.934 & 2.900 & 983.520 && 0.996 & 0.151 & 960.203 \\
Moons & 0.930 & 2.712 & 980.552 && 0.996 & 0.094 & 963.785 \\
Circles & 0.952 & 1.770 & 984.028 && 1.000 & 0.000 & 999.846 \\
