Calculando en porcentaje de restricciones 10%
Cargando restricciones en porcentaje: 0.1
Procesando iris dataset
Procesando wine dataset
Procesando soybean dataset
Procesando pima dataset
Procesando balance dataset
Procesando boston dataset
Procesando diabetes dataset
Procesando breast_cancer dataset
Procesando bupa dataset
Procesando ecoli dataset
Procesando haberman dataset
Procesando led7digit dataset
Procesando monk2 dataset
Procesando newthyroid dataset
Procesando vehicle dataset
Procesando zoo dataset
Procesando sonar dataset
Procesando heart dataset
Procesando ionosphere dataset
Procesando wdbc dataset
Procesando vowel dataset
Procesando movement_libras dataset
Procesando appendicitis dataset
Procesando saheart dataset
Procesando spectfheart dataset
Procesando hayesroth dataset
Procesando tae dataset
Procesando glass dataset
Procesando rand dataset
Procesando spiral dataset
Procesando moons dataset
Procesando circles dataset
Iris & 0.283 & 0.000 & 419.322 && 0.312 & 0.000 & 399.066 \\
Wine & 0.128 & 3.050 & 548.643 && 0.125 & 2.832 & 536.561 \\
Soybean & 0.513 & 0.000 & 143.701 && 0.481 & 0.000 & 119.117 \\
Pima & 0.238 & 25.165 & 3396.023 && 0.088 & 27.797 & 3290.629 \\
Balance & 0.095 & 24.851 & 2167.196 && 0.093 & 23.622 & 2145.550 \\
Boston & 0.000 & 0.183 & 1220.888 && -0.002 & 0.235 & 1328.932 \\
Diabetes & 0.002 & 0.370 & 1060.100 && 0.001 & 0.471 & 1060.583 \\
Breast_Cancer & 0.244 & 21.220 & 3053.017 && 0.122 & 23.225 & 3030.721 \\
Bupa & 0.316 & 13.053 & 1182.052 && 0.054 & 17.311 & 1171.336 \\
Ecoli & 0.006 & 20.499 & 966.854 && 0.018 & 12.894 & 884.182 \\
Haberman & 0.007 & 16.918 & 957.105 && 0.114 & 14.194 & 967.434 \\
Led7Digit & 0.008 & 11.429 & 1479.765 && 0.005 & 9.116 & 1485.671 \\
Monk2 & 0.526 & 13.073 & 1535.757 && 0.294 & 15.751 & 1521.230 \\
Newthyroid & -0.009 & 5.772 & 626.397 && 0.015 & 6.926 & 596.741 \\
Vehicle & 0.004 & 28.487 & 3656.235 && 0.004 & 22.185 & 3589.604 \\
Zoo & 0.098 & 1.212 & 278.962 && 0.097 & 2.424 & 263.898 \\
Sonar & 0.064 & 8.413 & 917.753 && 0.051 & 10.476 & 897.828 \\
Heart & 0.451 & 7.123 & 956.131 && 0.182 & 12.156 & 946.596 \\
Ionosphere & 0.151 & 16.984 & 1577.815 && 0.310 & 12.804 & 1567.410 \\
Wdbc & 0.442 & 17.168 & 3007.893 && 0.318 & 18.212 & 2892.588 \\
Vowel & 0.004 & 13.386 & 3528.436 && 0.002 & 11.530 & 3578.768 \\
Movement_Libras & 0.003 & 4.233 & 1254.598 && 0.003 & 3.280 & 1272.451 \\
Appendicitis & 0.023 & 4.848 & 317.167 && 0.016 & 6.667 & 305.564 \\
Saheart & 0.216 & 18.841 & 1789.658 && 0.388 & 13.660 & 1754.334 \\
Spectfheart & 0.454 & 6.743 & 1237.863 && 0.194 & 12.156 & 1167.275 \\
Hayesroth & 0.027 & 1.389 & 458.870 && 0.036 & 1.667 & 443.318 \\
Tae & 0.007 & 0.833 & 430.047 && 0.014 & 1.389 & 422.480 \\
Glass & 0.017 & 8.225 & 607.408 && 0.016 & 4.906 & 546.063 \\
Rand & 0.249 & 0.317 & 407.621 && 0.338 & 0.635 & 388.482 \\
Spiral & 0.051 & 15.556 & 907.212 && 0.146 & 13.946 & 900.170 \\
Moons & 0.201 & 12.950 & 907.191 && 0.368 & 9.808 & 887.219 \\
Circles & 0.179 & 12.414 & 873.245 && 0.070 & 13.946 & 862.008 \\
